timestamp,block_height,size,fees,price,num_txs,weight
1541590264,549137,1217904,0.09950201000000014,6493.264541,2090,3930726
1541590988,549138,1186146,0.13269043000000025,6499.238689,2872,3992928
1541592193,549140,1157031,0.17105834999999914,6506.737078,1727,3993207
1541592481,549141,1179162,0.09039648999999984,6506.0007399999995,2643,3956661
1541596683,549143,1020155,0.7927795399999997,6508.74,860,3993026
1541597238,549144,1019136,0.6119301799999999,6507.999983,885,3992829
1541597713,549145,1152035,0.3417340299999996,6509.7194039999995,2017,3993008
1541598664,549146,1209513,0.3171480399999993,6512.4620079999995,2525,3993042
1541599382,549147,1315956,0.3158019200000002,6519.406787,2954,3992592
1541602080,549150,1631074,0.27852429,6500.770143,1562,3993193
1541602562,549151,1214876,0.2206352599999999,6501.21,3033,3993095
1541604000,549153,1245341,0.29704117,6495.47721,3064,3992753
1541606645,549155,1302608,0.2374645599999993,6501.248272,2557,3998444
1541611801,549164,1150867,0.12510937000000055,6506.827589,3160,3993052
1541612415,549166,1249899,0.19626114999999972,6512.03527,3126,3993222
1541614867,549173,1171045,0.05675465999999929,6513.57,1984,3993130
1541616379,549176,1245796,0.2407777600000003,6510.570613,2508,3993223
1541616675,549177,1313781,0.07014573000000013,6509.9413460000005,2270,3993144
1541617699,549178,1235299,0.2169850600000008,6514.147102,2701,3992923
1541619429,549180,1185210,0.0965404000000003,6510.414253,3212,3993366
1541625431,549184,1552637,0.20869148999999965,6496.59,3100,3993071
1541626698,549185,1257095,0.21489286000000085,6500.7781,2489,3965756
1541628723,549187,1279606,0.12859867999999966,6498.439017000001,2389,3993010
1541630406,549189,1235462,0.21818262999999932,6497.076435,2709,3992978
1541630891,549190,1170268,0.12879741000000067,6499.69,3409,3993181
1541630955,549191,1108535,0.07438321999999964,6500.358112,3299,3993152
1541632335,549194,1163332,0.08225881999999984,6501.0,3200,3993193
1541635930,549198,1207700,0.13020648,6506.470236,1907,3993011
1541640785,549203,1216361,0.10421621999999964,6491.926667,2514,3992960
1541641456,549204,1165862,0.1216491899999994,6490.42,3002,3998162
1541643907,549207,1240093,0.21351721999999995,6492.630782,2710,3993202
1541650274,549217,937570,0.1745068500000002,6446.89,1612,3153844
1541651232,549219,1052308,0.02797847999999981,6451.700405,2386,3992959
1541651711,549220,1431030,0.09354468000000082,6453.551996,1631,3992922
1541652075,549221,1173967,0.061716190000000275,6447.86,1433,3992962
1541654591,549224,1179334,0.22798813,6450.401753,2142,3993001
1541654891,549225,1162297,0.07519248000000013,6450.22,2764,3993142
1541655794,549228,886462,0.08601619000000049,6447.48101,1776,3160960
1541656090,549229,586633,0.06314938000000048,6446.170879,1000,1892689
1541661614,549236,1222325,0.2312133299999992,6449.312838,2527,3993281
1541663539,549239,1189758,0.2300862699999993,6452.017183,2825,3993180
1541667541,549244,1185498,0.1407689199999993,6447.59,2043,3993195
1541669114,549247,1118318,0.08941976000000018,6450.021387,2598,3993185
1541670604,549250,1123059,0.022284289999999984,6455.072296,853,3993285
1541670911,549251,324692,0.0535696399999992,6457.165292000001,735,1022342
1541671205,549252,1109010,0.10643104000000037,6453.2,1681,3993162
1541673127,549254,1217979,0.23724200999999925,6454.14,2937,3993144
1541673256,549255,1170994,0.07283626999999981,6452.0881039999995,2699,3993043
1541675359,549256,1256571,0.27765950999999944,6463.67635,2774,3993060
1541677398,549258,1202340,0.25286417999999955,6467.0,2874,3993201
1541677752,549261,1076543,0.03375362999999965,6464.095986,3094,3993188
1541682009,549266,1720519,0.2645903700000005,6474.3391280000005,745,3998350
1541684106,549268,1116222,0.4678514600000003,6474.311369,1501,3993291
1541685423,549269,1383405,0.3054656100000006,6482.76,1947,3993054
1541685904,549270,1504295,0.2381034300000007,6471.234906000001,2409,3992927
1541687290,549273,1864002,0.18420975000000084,6478.1252460000005,241,3998508
1541688011,549275,1323167,0.2640317499999991,6480.895489,2476,3998537
1541689802,549276,1246417,0.33810126999999923,6477.610723,2569,3998575
1541692200,549279,1260483,0.24967544000000075,6467.824917,2846,3993093
